year,month,date,time,location,indicator,unit,value,latitude,longitude
2019,July,11/7/2019,7:00,ICRISAT Patancheru,WS,m/s,1.29,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,WD,°,246,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,SR,W/m²,40.5,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.3435,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,5.488,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.668,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,19,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,25.4,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,75.7,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,4,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,258,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,53,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,708,17.527465,78.176807
2019,July,11/7/2019,7:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,7:00,Sanathnagar,CO,mg/m³,0.56105,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,Ozone,µg/m³,1.568,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,NO,µg/m³,4.797,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,NO2,µg/m³,9.776,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,NOx,ppb,9.1,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,SO2,µg/m³,3.406,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,PM2.5,µg/m³,14,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,Benzene,µg/m³,0.0319,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,Toluene,µg/m³,0.3016,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,AT,°C,24.6,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,RH,%,72.39,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,BP,mmHg,706,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,SR,W/m²,12,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,WD,°,266,17.457121,78.443493
2019,July,11/7/2019,7:00,Sanathnagar,WS,m/s,2.06,17.457121,78.443493
2019,July,11/7/2019,7:00,Zoo Park,CO,mg/m³,0.1832,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,Ozone,µg/m³,24.304,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,NO,µg/m³,0.738,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,NO2,µg/m³,13.536,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,NOx,ppb,7.8,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,NH3,µg/m³,5.32,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,SO2,µg/m³,0.5764,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,PM2.5,µg/m³,18,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,PM10,µg/m³,26,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,AT,°C,26.4,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,RH,%,74.9,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,WS,m/s,1.6,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,WD,°,316,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,SR,W/m²,45,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,BP,mmHg,704,17.349694,78.451437
2019,July,11/7/2019,7:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.26335,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,8.1144,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,5.5965,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,38.0512,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,24.79,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,7.378,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,6.2356,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,20,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,25,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.0319,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1885,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,AT,°C,24.43,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,RH,%,75.9,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3.6,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,WD,°,226,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,130,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,714,17.540891,78.358528
2019,July,11/7/2019,8:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,8:00,Central University,CO,mg/m³,0.3435,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,Ozone,µg/m³,16.66,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,SO2,µg/m³,3.2226,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,PM2.5,µg/m³,6,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,PM10,µg/m³,23,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,Benzene,µg/m³,0.1595,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,Toluene,µg/m³,0.07539999,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,AT,°C,23.8,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,RH,%,75.9,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,WS,m/s,2.9,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,WD,°,248,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,SR,W/m²,141,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,BP,mmHg,704,17.460103,78.334361
2019,July,11/7/2019,8:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,8:00,ICRISAT Patancheru,CO,mg/m³,0.49235,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,Ozone,µg/m³,14.3864,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,NO,µg/m³,0.9225,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,NO2,µg/m³,4.3804,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,NOx,ppb,3.07,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,NH3,µg/m³,3.542,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,SO2,µg/m³,9.5368,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,PM2.5,µg/m³,10,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,PM10,µg/m³,17,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,AT,°C,28.03,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,RH,%,77.96,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,WS,m/s,1.16,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,WD,°,244,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,SR,W/m²,99.15,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,BP,mmHg,725,17.514423,78.274611
2019,July,11/7/2019,8:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.33205,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.468,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.3798,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,16,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,25.8,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,74.3,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,4,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,251,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,155,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,709,17.527465,78.176807
2019,July,11/7/2019,8:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,8:00,Sanathnagar,CO,mg/m³,0.62975,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,Ozone,µg/m³,1.96,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,NO,µg/m³,7.011,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,NO2,µg/m³,11.28,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,NOx,ppb,11.6,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,SO2,µg/m³,2.358,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,PM2.5,µg/m³,18,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,Benzene,µg/m³,0.1914,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,Toluene,µg/m³,0.377,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,AT,°C,25.35,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,RH,%,70.1,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,BP,mmHg,708,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,SR,W/m²,91,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,WD,°,249,17.457121,78.443493
2019,July,11/7/2019,8:00,Sanathnagar,WS,m/s,1.9,17.457121,78.443493
2019,July,11/7/2019,8:00,Zoo Park,CO,mg/m³,0.1145,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,Ozone,µg/m³,28.616,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,NO,µg/m³,0.861,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,NO2,µg/m³,13.536,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,NOx,ppb,7.9,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,NH3,µg/m³,5.39,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,SO2,µg/m³,0.2882,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,PM2.5,µg/m³,12,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,PM10,µg/m³,20,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,AT,°C,27.1,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,RH,%,73.1,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,WS,m/s,1.5,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,WD,°,311,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,SR,W/m²,81,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,BP,mmHg,705,17.349694,78.451437
2019,July,11/7/2019,8:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.28625,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,10.192,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,4.5141,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,35.0056,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,22.29,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,8.246,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,6.3666,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,18,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,31,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.0319,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1508,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,AT,°C,25.42,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,RH,%,72.9,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,4.1,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,WD,°,225,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,199,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,9:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,9:00,Central University,CO,mg/m³,0.3664,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,Ozone,µg/m³,18.816,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,SO2,µg/m³,2.2532,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,PM2.5,µg/m³,6,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,PM10,µg/m³,29,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,Benzene,µg/m³,0.319,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,Toluene,µg/m³,0.2262,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,AT,°C,25,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,RH,%,72.5,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,WS,m/s,3.2,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,WD,°,248,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,SR,W/m²,265,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,BP,mmHg,702,17.460103,78.334361
2019,July,11/7/2019,9:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,9:00,ICRISAT Patancheru,CO,mg/m³,0.35495,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,Ozone,µg/m³,17.2284,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,NO,µg/m³,1.8327,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,NO2,µg/m³,3.7788,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,NOx,ppb,3.5,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,NH3,µg/m³,3.675,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,SO2,µg/m³,8.6198,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,PM2.5,µg/m³,14,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,PM10,µg/m³,17,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,AT,°C,28.76,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,RH,%,74.81,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,WS,m/s,1.35,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,WD,°,246,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,SR,W/m²,168.65,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,BP,mmHg,725,17.514423,78.274611
2019,July,11/7/2019,9:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.35495,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,7.644,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.3274,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,11,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,27.1,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,70.3,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,5.1,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,261,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,366,17.527465,78.176807
2019,July,11/7/2019,9:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,710,17.527465,78.176807
